id,rank,name,ticker,price,price_1h,price_24h,price_7d,price_30d,price_90d,marketcap,dominance,diluted_cap,volume24h,volume24_dollar,volume24_token,volume24_mrkt_pct,circulating,circulating_w_missing,max_supply,pairs,tags,platform,date_added,age,update_date,update_time
9760,859,Stratos,STOS,0.339302934,2.67,7.92,29.03,90.16,-58.68,6837685,0,33930293,46.14,873931,2575666,0.128,20152153,100000000,100000000,16,"['filesharing', 'ethereum-ecosystem', 'storage', 'polkastarter', 'web3']",Ethereum,13/6/2021,14,2/8/2022,16:57:00
16104,860,PearDAO,PEX,0.130289118,0.48,0.27,3.92,-7.28,-57.68,6814161,0,130289118,-29.51,201964,1550122,0.03,52300308,1000000000,1000000000,6,"['decentralized-exchange', 'dex']",BNB,13/3/2022,5,2/8/2022,16:57:00
20622,861,Forta,FORT,0.300407592,-1.11,-1.43,6.79,18.55,-66.02,6787935,0,300407592,-0.39,905266,3013459,0.133,22595751,1000000000,1000000000,14,['ethereum-ecosystem'],,15/6/2022,2,2/8/2022,16:57:00
4257,863,Bitball Treasure,BTRS,14.92,0.01,0,-17.98,-23.03,-46.5,6714935,0,14922077,-22.63,10651,714,0.002,450000,0,1000000,6,[],Ethereum,4/11/2019,33,2/8/2022,16:57:00
6929,864,Hegic,HEGIC,0.009532509,0.98,-0.42,19.49,49.9,-30.28,6708288,0,28712012,37.54,1336374,140191209,0.199,703727349,3012009888,3012009888,28,"['decentralized-exchange', 'defi', 'derivatives', 'options', 'fantom-ecosystem']",Ethereum,7/9/2020,23,2/8/2022,16:57:00
4644,866,Poseidon Network,QQQ,0.003027613,0.01,0,-0.05,40.03,-29.08,6684592,0,63579870,0,0,0,0,2207875408,21000000000,0,3,[],Ethereum,17/9/2019,35,2/8/2022,16:57:00
9220,867,StrikeX,STRX,0.049112713,-1.1,-2.16,9.25,-14.08,-31.99,6679768,0,49112713,-31.71,50340,1024989,0.008,136008947,886811800,1000000000,6,['bnb-chain'],BNB,14/4/2021,16,2/8/2022,16:57:00
5509,865,AAX Token,AAB,0.891480463,0.61,-0.48,1.08,11.67,-17.94,6686108,0,44574023,9.92,1352822,1517500,0.202,7500005,25000000,50000000,2,[],Ethereum,24/4/2020,28,2/8/2022,16:57:00
20090,868,ETHAX,ETHAX,0.050268477,0.32,-0.27,8.83,0.92,-74.16,6670089,0,40214782,-0.12,131130,2608593,0.02,132689301,800000008,800000008,5,[],BNB,11/5/2022,3,2/8/2022,16:57:00
11251,869,Dexlab,DXL,0.126442603,0,2.87,31.38,45.54,-34,6641623,0,126442603,-44.43,440406,3483051,0.066,52526786,1000000000,1000000000,6,['solana-ecosystem'],Solana,13/8/2021,12,2/8/2022,16:57:00
8567,870,HAPI Protocol,HAPI,9.66,2.56,-0.62,1.31,16.31,-40.67,6613312,0,9657050,15.58,435347,45067,0.066,684817,591929,1000000,20,"['cybersecurity', 'oracles', 'dao-maker', 'poolz-finance-portfolio', 'hacken-foundation', 'bnb-chain']",Ethereum,23/2/2021,18,2/8/2022,16:57:00
3756,871,#MetaHash,MHC,0.001929036,0.44,-1.37,4.3,11.59,-47.3,6573740,0.001,17747130,35.82,13123,6802880,0.002,3407785286,3579166079,9200000000,9,[],,21/2/2019,42,2/8/2022,16:57:00
13503,872,Town Star,TOWN,0.023981205,1.19,4.28,49.51,38.13,-72.15,6552710,0,23981205,89.1,683098,28484724,0.104,273243569,273243569,1000000000,13,[],Ethereum,28/10/2021,10,2/8/2022,16:57:00
6801,873,TriumphX,TRIX,0.001274071,0,-5.01,2.52,33.35,-24.38,6526035,0,12740710,-9.99,1044446,819770641,0.16,5122191387,9999982296,10000000000,6,"['marketplace', 'platform', 'collectibles-nfts']",Ethereum,31/8/2020,24,2/8/2022,16:57:00
5634,874,Fuse Network,FUSE,0.118524772,1.79,-0.78,6.64,35.49,-46.37,6524258,0,37294522,26.44,482830,4073663,0.074,55045523,314655931,0,30,['bnb-chain'],Ethereum,1/2/2021,18,2/8/2022,16:57:00
18860,875,Zebec Protocol,ZBC,0.010541984,-0.22,3.44,10.07,7.4,-61.58,6523729,0,105419838,6.19,1591222,150941420,0.244,618833103,10000000000,10000000000,22,"['coinbase-ventures-portfolio', 'solana-ecosystem', 'alameda-research-portfolio']",Solana,15/3/2022,5,2/8/2022,16:57:00
5309,876,OG Fan Token,OG,5.09,1.48,7.17,41.49,58.03,70.15,6492574,0,25470363,93.84,19906558,3910915,3.066,1274535,5000000,0,13,"['sports', 'fan-token']",,12/3/2020,29,2/8/2022,16:57:00
1037,877,Agoras: Currency of Tau,AGRS,0.359831613,0.93,-0.45,2.03,-0.89,-5.97,6476969,0,15112928,99.24,30734,85412,0.005,18000000,42000000,42000000,7,[],Ethereum,24/8/2015,84,2/8/2022,16:57:00
9201,878,StackOs,STACK,0.016208553,0.99,-4.27,-4.38,-17.98,-73.84,6437767,0,16208553,33.55,63957,3945880,0.01,397183352,1000000000,0,17,"['polygon-ecosystem', 'web3', 'bnb-chain']",Ethereum,23/4/2021,16,2/8/2022,16:57:00
12749,880,Nakamoto Games,NAKA,0.088305196,2.54,-0.81,13.73,1.52,-62.17,6389810,0,15894935,-0.23,476404,5394971,0.075,72360517,180000000,180000000,10,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn', 'vbc-ventures-portfolio']",Polygon,14/10/2021,10,2/8/2022,16:57:00
7395,879,Atari Token,ATRI,0.00432248,2.42,1.6,10.62,37.66,-57.94,6401991,0,8537253,123.54,45595,10548344,0.007,1481092185,1975082183,1975082183,36,"['gambling', 'collectibles-nfts', 'gaming', 'ethereum-ecosystem', 'metaverse', 'polygon-ecosystem', 'fantom-ecosystem', 'bnb-chain']",Ethereum,30/10/2020,22,2/8/2022,16:57:00
4490,881,Emirex Token,EMRX,0.234270951,1.51,-1.55,3.81,0.93,-5.18,6385937,0,117135475,-3.52,123755,528256,0.019,27258765,500000000,0,4,[],Ethereum,10/9/2019,35,2/8/2022,16:57:00
4860,882,Era Swap,ES,0.00637849,0.51,-0.81,5.86,-12.58,-40.02,6361158,0,58044262,-2.62,40667,6375647,0.006,997282758,2097550005,9100000000,2,[],Ethereum,31/10/2019,34,2/8/2022,16:57:00
4887,883,Receive Access Ecosystem,RAE,1.03,0,-0.83,-6.88,-15.43,-28.83,6341061,0,34858259,1122.65,68394,66402,0.011,6184936,6184936,34000000,4,[],Ethereum,17/2/2020,30,2/8/2022,16:57:00
2830,884,Seele-N,SEELE,0.009036839,0.4,0.08,-0.44,-29.91,29.04,6322101,0.001,271105162,-7.84,4951660,547941616,0.783,699592066,30000000000,0,14,"['platform', 'ai-big-data']",Ethereum,31/5/2018,51,2/8/2022,16:57:00
7805,885,Muse,MUSE,12.38,-0.07,4.15,-0.77,53.38,33.09,6294785,0,6294785,110.59,1426149,115198,0.227,508554,508554,0,10,['collectibles-nfts'],Ethereum,29/11/2020,21,2/8/2022,16:57:00
9493,887,Reflexer Ungovernance Token,FLX,32.07,0.7,2.9,13.91,30.68,-47.24,6214699,0,32068169,12.87,51827,1616,0.008,193796,999715,1000000,9,"['defi', 'derivatives', 'smart-contracts', 'asset-backed-stablecoin', 'dao', 'dapp', 'pantera-capital-portfolio']",Ethereum,29/4/2021,16,2/8/2022,16:57:00
9523,886,PKT,PKT,0.001857434,0.39,-10.29,-8.41,-9.37,-80.55,6218582,0,11144605,-65.64,4006,2156739,0.001,3347942066,6000000000,6000000000,3,"['marketplace', 'sharing-economy']",,1/5/2021,15,2/8/2022,16:57:00
8163,888,Exeedme,XED,0.072929638,1.02,-2.3,8.74,47.32,-59.7,6186692,0,7292964,-3.8,245053,3360129,0.04,84830976,100000000,100000000,23,"['gambling', 'collectibles-nfts', 'gaming', 'dao', 'ethereum-ecosystem', 'polkadot-ecosystem', 'launchpad', 'metaverse', 'polkastarter', 'polygon-ecosystem', 'play-to-earn', 'web3', 'bnb-chain']",Ethereum,2/1/2021,19,2/8/2022,16:57:00
3625,889,QuadrantProtocol,EQUAD,0.01488775,2.33,0.05,55.69,96.37,31.01,6184927,0.001,14887750,1894.12,6209,417054,0.001,415437335,1000000000,0,6,['bnb-chain'],Ethereum,4/12/2018,44,2/8/2022,16:57:00
3875,890,Valor Token,VALOR,0.307316661,1.33,2.75,10.38,39.43,-49.84,6157397,0.001,23048750,1384.95,3798555,12360394,0.617,20036000,75000000,0,4,['asset-management'],Ethereum,18/4/2019,40,2/8/2022,16:57:00
8422,891,Pangolin,PNG,0.051964484,1.78,2.02,11.69,39.47,-56.19,6140476,0,11951831,23.03,246005,4734099,0.04,118166792,230000000,230000000,44,"['decentralized-exchange', 'avalanche-ecosystem']",Avalanche,10/2/2021,18,2/8/2022,16:57:00
4224,893,Mcashchain,MCASH,0.00939273,1.62,0.6,12.79,200.85,103.63,6100784,0,9264085,0,0,0,0,649521937,986303858,0,3,['mineable'],BNB,7/8/2019,36,2/8/2022,16:57:00
10372,894,Dacxi,DACXI,0.001723469,1.13,2.05,0.12,4.43,-39.89,6093891,0,17234689,-8.97,47464,27539806,0.008,3535828988,10000000000,10000000000,6,[],Ethereum,9/6/2021,14,2/8/2022,16:57:00
3871,897,Newton,NEW,0.000293245,-2.94,-2.07,10.19,-22.17,-54.5,6032642,0.001,28979581,-5.6,527751,1799690635,0.087,20571994592,98823661261,98823661261,12,"['mineable', 'marketplace', 'enterprise-solutions']",BNB,17/4/2019,40,2/8/2022,16:57:00
4586,895,ProBit Token,PROB,0.144020189,0.96,-1.04,-15.27,6.32,-48.54,6048848,0.001,27363836,-67.98,3757,26087,0.001,42000000,190000000,0,3,['centralized-exchange'],Ethereum,13/9/2019,35,2/8/2022,16:57:00
1789,892,Populous,PPT,0.113399566,0.56,-5.54,-0.13,-0.3,-46.04,6038782,0.001,6038782,15.96,216205,1906577,0.036,53252246,53252246,53252246,12,['logistics'],Ethereum,10/7/2017,61,2/8/2022,16:57:00
7502,896,StableXSwap,STAX,0.442051018,1.99,0.93,18.19,20.04,-35.49,6032513,0,9283071,-38.14,55,124,0,13646645,21000000,21000000,3,['bnb-chain'],BNB,24/10/2020,22,2/8/2022,16:57:00
2548,898,POA Network,POA,0.020405453,0.32,-3.68,13.39,8.44,-73.64,6018894,0.001,6018894,-2.33,3,147,0,294965004,294965004,0,7,"['platform', 'scaling']",,28/2/2018,54,2/8/2022,16:57:00
9938,900,OpenOcean,OOE,0.035835669,-0.39,-3.09,5.9,-0.26,-55.96,5991862,0,35835669,-8.45,622250,17363985,0.104,167203846,1000000000,1000000000,61,"['centralized-exchange', 'decentralized-exchange', 'defi', 'derivatives', 'ethereum-ecosystem', 'ontology-ecosystem', 'tron-ecosystem', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'cross-chain-dex-aggregator', 'polygon-ecosystem', 'fantom-ecosystem', 'mvb', 'okexchain-ecosystem', 'okex-blockdream-ventures-portfolio', 'bnb-chain']",Ethereum,19/5/2021,15,2/8/2022,16:57:00
15463,901,SIDUS,SIDUS,0.002638761,-0.69,6.08,25.05,30.75,-65.5,5969176,0,79162827,-44.34,356532,135113416,0.06,2262113196,29873771600,30000000000,14,"['gaming', 'alameda-research-portfolio', 'play-to-earn', 'bullperks-launchpad', 'animoca-brands-portfolio', 'okex-blockdream-ventures-portfolio']",Ethereum,15/12/2021,8,2/8/2022,16:57:00
5079,903,apM Coin,APM,0.016349693,0.03,-0.9,6.34,14.78,-48.58,5916545,0.001,29633818,-82.55,129589,7926082,0.022,361875000,1812500000,0,7,['ethereum-ecosystem'],Ethereum,27/12/2019,32,2/8/2022,16:57:00
2223,904,BLOCKv,VEE,0.001702498,0.28,-1.71,9.59,7.84,-54.75,5910314,0.001,6207770,21.12,1416,831719,0,3471554078,3646271241,0,9,"['media', 'enterprise-solutions', 'collectibles-nfts', 'content-creation']",Ethereum,28/11/2017,57,2/8/2022,16:57:00
9111,902,Ethereum Push Notification Service,PUSH,0.387708436,1.12,-5.26,5.72,18.25,-61.89,5927258,0,38770844,45.73,438731,1131600,0.074,15287926,100000000,100000000,27,"['platform', 'services', 'defi', 'interoperability', 'dao', 'ethereum-ecosystem', 'governance', 'binance-labs-portfolio', 'polkastarter', 'polygon-ecosystem', 'web3']",Ethereum,13/4/2021,16,2/8/2022,16:57:00
12988,905,LABEL Foundation,LBL,0.009439196,-0.66,-8.72,-15.17,-16.88,-60.39,5882979,0,28317587,3.13,7208071,763631914,1.225,623250000,3000000000,3000000000,14,['collectibles-nfts'],Ethereum,22/10/2021,10,2/8/2022,16:57:00
6715,906,Sperax,SPA,0.004542535,0.58,-4.55,-1.9,-20.65,-97.18,5884333,0,22712673,11.56,409282,90099919,0.07,1295385463,4742712012,5000000000,21,"['alameda-research-portfolio', 'arbitrum-ecosytem']",Ethereum,26/8/2020,24,2/8/2022,16:57:00
10776,899,Signum,SIGNA,0.00275461,-2.5,-0.11,2.35,8.55,-45.54,5869527,0,5869527,548.06,6746,2448985,0.001,2130801392,2130801392,0,7,[],,6/7/2021,13,2/8/2022,16:57:00
8214,907,Venus DAI,vDAI,0.021385483,-0.05,0.06,0.06,0.09,0.95,5871120,0,5871120,0,0,0,0,274537625,274537625,0,1,['bnb-chain'],BNB,8/1/2021,19,2/8/2022,16:57:00
8216,908,Electra Protocol,XEP,0.000335069,0.2,-4.83,-3.16,4.95,-46.82,5865034,0,10052054,5.29,50729,151398893,0.009,17503986490,17764656765,30000000000,16,"['pos', 'medium-of-exchange', 'logistics', 'atomic-swaps']",,8/1/2021,19,2/8/2022,16:57:00
1107,909,PAC Protocol,PAC,0.000341212,-2.88,-2.27,1.57,-1.66,-67.47,5783639,0,17060613,-9.11,42627,124928087,0.007,16950265573,16023129470,50000000000,14,"['mineable', 'pos', 'pos-30', 'decentralized-exchange', 'filesharing', 'masternodes', 'storage']",,2/11/2015,81,2/8/2022,16:57:00
3617,910,ILCOIN,ILC,0.006997591,2.59,7.62,2.36,8.07,108.67,5741792,0,17493977,21.4,9587,1370043,0.002,820538385,1774234805,2500000000,16,"['mineable', 'medium-of-exchange', 'filesharing', 'quantum-resistant']",,26/11/2018,45,2/8/2022,16:57:00
7617,911,saffron.finance,SFI,61.94,1.68,0.32,27.21,33.84,-51.54,5697327,0.001,6193912,-1.28,62646,1011,0.011,91983,92123,100000,11,"['defi', 'yield-farming', 'yield-aggregator', 'coinbase-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'fantom-ecosystem', 'bnb-chain']",Ethereum,9/11/2020,21,2/8/2022,16:57:00
2576,912,Tokenomy,TEN,0.028352328,-0.13,-1.28,3.26,16.64,-30.62,5670466,0.001,5670466,36.82,3322,117169,0.001,200000000,200000000,0,5,['marketplace'],Ethereum,10/3/2018,53,2/8/2022,16:57:00
11578,913,Cirus Foundation,CIRUS,0.167307801,1.21,1.22,14.98,51.57,12.21,5664074,0,41826950,-0.35,759637,4540356,0.134,33854213,250000000,250000000,13,[],Ethereum,2/9/2021,11,2/8/2022,16:57:00
6731,917,Tokamak Network,TON,2.07,1.49,-2.23,16.98,10.17,-39.01,5643980,0,103470413,-8.04,6489790,3135164,1.15,2727340,50000000,50000000,4,[],Ethereum,29/8/2020,24,2/8/2022,16:57:00
4060,914,TrustVerse,TRV,0.008125274,0,-1.81,9.93,13.69,-48.25,5640788,0,8125274,-50.2,88960,10948554,0.016,694227426,1000000000,0,5,[],Ethereum,18/7/2019,37,2/8/2022,16:57:00
1903,915,HyperCash,HC,0.12472342,0.29,-5.55,6.52,0.55,-56.81,5621523,0.001,10476767,9.27,224485,1799862,0.04,45071909,45071909,84000000,16,"['mineable', 'marketplace', 'payments', 'state-channel']",,20/8/2017,60,2/8/2022,16:57:00
10462,916,SHILL Token,SHILL,0.024615827,2.84,1.86,16.1,12,-65.24,5616690,0,24615827,15.28,1373642,55803204,0.245,228173934,1000000000,1000000000,20,"['collectibles-nfts', 'gaming', 'entertainment', 'play-to-earn']",BNB,16/6/2021,14,2/8/2022,16:57:00
8579,922,Polkamarkets,POLK,0.067104074,0.67,-4.02,8.57,26.83,-62.78,5466008,0,6710407,-18.47,453807,6762734,0.083,81455674,100000000,100000000,14,"['defi', 'prediction-markets', 'polkadot', 'polkastarter', 'polygon-ecosystem']",Ethereum,24/2/2021,18,2/8/2022,16:57:00
41,918,Infinitecoin,IFC,6.07E-05,1.52,0.62,7.56,-37.83,-58.05,5500151,0.001,5500151,0,0,0,0,90595753021,90595753021,0,1,"['mineable', 'pow', 'scrypt']",,10/7/2013,109,2/8/2022,16:57:00
7332,919,EasyFi,EZ,0.862127575,2.74,-1.91,10.9,79.79,-56.77,5494869,0,8621276,-1.62,307661,356862,0.056,6373615,10000000,10000000,16,"['defi', 'dao', 'yield-farming', 'lending-borowing', 'injective-ecosystem', 'bnb-chain']",Ethereum,7/10/2020,22,2/8/2022,16:57:00
2110,920,Dovu,DOV,0.005890252,1.92,4.15,1.58,10.79,-72.24,5484750,0.001,5676798,-100,0,0,0,931157114,963761390,0,11,['bnb-chain'],Ethereum,27/10/2017,58,2/8/2022,16:57:00
1172,921,Safex Token,SFT,0.002905,0,-3.49,3.75,125.91,-7.28,5478755,0,5478755,-0.67,0,0,0,1885974016,1885974016,1885974016,4,['privacy'],,16/2/2016,78,2/8/2022,16:57:00
12727,923,Doge Dash,DOGEDASH,0.000100484,1.42,1.05,9.3,4.94,-58.54,5430871,0,10048445,-40.8,29492,293498294,0.005,54046882510,90286721009,1E+11,9,"['collectibles-nfts', 'gaming', 'memes', 'doggone-doggerel', 'play-to-earn', 'bnb-chain']",BNB,14/10/2021,10,2/8/2022,16:57:00
1681,924,PRIZM,PZM,0.001756075,0.44,30.54,-1.94,-37.54,-48.35,5397339,0,10536448,-26.44,14380,8188718,0.003,3073524780,6000000000,6000000000,13,"['pos', 'marketplace', 'iot']",,19/5/2017,63,2/8/2022,16:57:00
3136,925,MEET.ONE,MEETONE,0.002817511,1.81,17.38,26.07,17.97,-55.15,5390664,0.001,28175106,-61.06,3,1065,0,1913271866,10000000000,0,5,"['platform', 'dapp']",BNB,10/8/2018,48,2/8/2022,16:57:00
2838,926,Plian,PI,0.005918435,0.49,0.9,13.7,82.66,-19.65,5384656,0.001,12428714,5.57,24808,4191648,0.005,909810757,1561546868,2100000000,7,"['platform', 'interoperability', 'smart-contracts']",,4/6/2018,50,2/8/2022,16:57:00
3661,927,Stronghold Token,SHX,0.000929058,-1.1,-1.24,-2.9,-12.44,-67.07,5382872,0,92905770,26.34,55028,59229906,0.01,5793905044,99756866344,1E+11,24,[],Ethereum,3/1/2019,43,2/8/2022,16:57:00
9288,928,BENQI,QI,0.016507452,1.77,-2.47,14.87,15.02,-46.86,5376345,0,118853657,29.96,9077449,549900059,1.688,325692000,7200000000,7200000000,40,"['defi', 'avalanche-ecosystem', 'lending-borowing', 'arrington-xrp-capital-portfolio', 'spartan-group']",Avalanche,19/4/2021,16,2/8/2022,16:57:00
6993,931,REVV,REVV,0.01918208,1.6,-0.13,10.73,6.76,-69.48,5337810,0,57546239,9.67,547807,28558270,0.103,278270642,3000000000,3000000000,94,"['collectibles-nfts', 'gaming', 'entertainment', 'play-to-earn', 'animoca-brands-portfolio', 'bnb-chain']",Ethereum,10/9/2020,23,2/8/2022,16:57:00
2324,929,BigONE Token,ONE,0.000565743,-5.9,-8.28,-5.03,-1.8,-54.04,5345749,0,7642349,0,0,0,0,9449081034,8755563948,13508522147,5,"['marketplace', 'centralized-exchange', 'bnb-chain']",Ethereum,30/12/2017,56,2/8/2022,16:57:00
5956,930,MCDEX Token,MCB,2.88,0.76,-0.29,22.65,58.55,-29,5343727,0,28819932,-0.48,127842,44390,0.024,1854178,2268644,10000000,32,"['decentralized-exchange', 'defi', 'derivatives', 'arbitrum-ecosytem', 'mvb', 'okex-blockdream-ventures-portfolio']",Ethereum,29/7/2020,25,2/8/2022,16:57:00
3893,933,ChangeNOW Token,NOW,0.062379841,2.34,0.49,21.6,65.59,-37.11,5277583,0,12461216,-48.05,563,9025,0,84603980,199763510,0,3,"['ethereum-ecosystem', 'binance-chain']",BNB,29/4/2019,40,2/8/2022,16:57:00
5328,932,WOM Protocol,WOM,0.049834672,0.33,-1.04,5.73,3.03,-40.79,5265431,0.001,49834672,76.4,1130237,22679732,0.215,105657976,1000000000,1000000000,6,[],Ethereum,17/3/2020,29,2/8/2022,16:57:00
1826,934,Particl,PART,0.426281165,-2.31,-5.49,20.78,13.36,-41.34,5257526,0.001,5009331,272.22,3193,7490,0.001,12333470,11751238,0,6,"['pos', 'retail', 'marketplace', 'e-commerce', 'privacy', 'ringct', 'staking']",,20/7/2017,61,2/8/2022,16:57:00
4957,935,Minter Network,BIP,0.000875177,-1.01,1.12,-1.98,25.14,-50.11,5263418,0,8751772,2.91,1989,2272683,0,6014117675,5783470900,10000000000,7,"['platform', 'defi', 'payments', 'yield-farming', 'amm']",,22/4/2020,28,2/8/2022,16:57:00
8408,937,Govi,GOVI,0.35818175,3.5,-0.65,18.88,55.46,-48.11,5242155,0,11461816,-0.82,143570,400830,0.027,14635460,32000000,0,7,"['defi', 'derivatives']",Ethereum,5/2/2021,18,2/8/2022,16:57:00
11516,936,Ekta,EKTA,0.41284681,0.04,6.17,0.3,-19.07,-54.66,5251950,0,173395660,-14.08,1342921,3252831,0.256,12721305,220500000,420000000,9,"['ethereum-ecosystem', 'bnb-chain']",Ethereum,31/8/2021,12,2/8/2022,16:57:00
12148,938,Swash,SWASH,0.022261328,1.17,-2.6,-0.44,6.5,1.05,5227574,0,22261328,-23.31,555171,24938808,0.106,234827609,997054719,1000000000,13,[],Ethereum,26/9/2021,11,2/8/2022,16:57:00
8492,940,Vesper,VSP,0.593587829,2.94,-11.63,-4.93,22.78,-56.15,5198134,0,5935878,-33,129523,218204,0.025,8757144,10000000,10000000,20,"['defi', 'yield-farming', 'yield-aggregator']",Ethereum,17/2/2021,18,2/8/2022,16:57:00
6283,939,Blocery,BLY,0.009786242,-0.02,-1.42,6.53,17.27,-46.36,5199158,0,9786242,-22.73,100548,10274424,0.019,531272219,1000000000,1000000000,9,"['services', 'logistics', 'enterprise-solutions']",Ethereum,7/8/2020,24,2/8/2022,16:57:00
8799,942,InsurAce,INSUR,0.114677881,-1.04,-1.7,1.44,-33.1,-79.38,5148111,0,11467788,-17.18,227943,1987681,0.044,44891926,100000000,100000000,31,"['insurance', 'ethereum-ecosystem', 'solana-ecosystem', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'polygon-ecosystem']",Ethereum,15/3/2021,17,2/8/2022,16:57:00
11423,941,vEmpire DDAO,VEMP,0.029619978,1.25,-2.92,6.59,42.09,-59.91,5144525,0,24013508,-23.46,1170275,39509652,0.227,173684291,810720000,810720000,25,"['gambling', 'real-estate', 'vr-ar', 'collectibles-nfts', 'defi', 'gaming', 'entertainment', 'sharing-economy', 'staking', 'dao', 'yield-aggregator', 'governance', 'metaverse']",Ethereum,26/8/2021,12,2/8/2022,16:57:00
9488,943,ZooKeeper,ZOO,0.023924377,2.06,-1.38,10.71,18.68,-56.53,5133772,0,5430834,1.34,206032,8611802,0.04,214583331,110017607,227000000,7,"['collectibles-nfts', 'gaming', 'interoperability', 'yield-farming', 'avalanche-ecosystem', 'metaverse', 'play-to-earn']",Avalanche,29/4/2021,16,2/8/2022,16:57:00
3772,945,STEM CELL COIN,SCC,0.015644736,1.52,0.62,11.7,21.95,-33.34,5016612,0,78223682,0,0,0,0,320658118,5000000000,5000000000,1,[],Neo,1/3/2019,41,2/8/2022,16:57:00
13969,944,Phoenix Global (new),PHB,0.135198542,1.87,2.57,23.19,23.23,-15.08,5020838,0,5020838,-36.32,211347,1563234,0.042,37136775,37136775,0,4,[],BNB,5/11/2021,9,2/8/2022,16:57:00
7637,946,Trabzonspor Fan Token,TRA,2.12,0.49,2.12,16.68,18.09,-31.24,5004201,0,21237683,132.29,3843488,1812966,0.768,2356284,10000000,0,5,"['sports', 'fan-token']",,10/11/2020,21,2/8/2022,16:57:00
10336,947,Hamster,HAM,2.10E-09,0.5,-3.62,17.86,12.51,-50.2,4995835,0,20953660,-35.81,96682,4.6039E+13,0.019,2.38423E+15,1E+16,1E+16,18,['bnb-chain'],BNB,8/6/2021,14,2/8/2022,16:57:00
9071,948,Chainge,CHNG,0.0453202,-0.45,-3,0.96,26.08,-16.94,4987326,0,36921010,-10.49,976525,21547235,0.196,110046435,570761920,814670050,7,[],Fusion,1/4/2021,16,2/8/2022,16:57:00
7964,950,Venus LTC,vLTC,1.2,1.21,-0.12,13.32,19.62,-42.19,4977460,0,4977460,0,0,0,0,4142378,4142378,0,1,[],,12/12/2020,20,2/8/2022,16:57:00
10239,949,SpiritSwap,SPIRIT,0.015709309,1.73,-1.75,19.27,25.76,-55.69,4977125,0,15709309,6.94,240336,15298954,0.048,316826449,193320736,1000000000,71,['fantom-ecosystem'],Fantom,2/6/2021,14,2/8/2022,16:57:00
8996,952,Mogul Productions,STARS,0.016113637,1.23,-3.83,0.07,15.51,-65.53,4941368,0,6445455,-46.28,679437,42165342,0.137,306657541,397250000,400000000,12,"['collectibles-nfts', 'crowdfunding', 'entertainment', 'metaverse', 'bnb-chain']",Ethereum,29/3/2021,17,2/8/2022,16:57:00
6588,951,Etherisc DIP Token,DIP,0.020615143,-0.45,-11.58,1.01,-2.77,-32.65,4942318,0,20615142,-4.42,40308,1955262,0.008,239742108,1000000000,1000000000,7,['insurance'],Ethereum,14/8/2020,24,2/8/2022,16:57:00
9299,953,NFT Art Finance,NFTART,2.00E-10,0.8,-0.91,9.68,46.98,-30.84,4924652,0,19478750,3.95,475886,2.37943E+15,0.097,2.52822E+16,2.8853E+16,1E+17,10,"['collectibles-nfts', 'bnb-chain']",BNB,19/4/2021,16,2/8/2022,16:57:00
6176,954,Mobility Coin,MOBIC,0.394153883,1.52,1.7,10.85,29.47,-51.9,4915048,0,27590772,-52.1,20460,51909,0.004,12469872,12469872,70000000,5,[],,25/9/2020,23,2/8/2022,16:57:00
10294,955,DeFi Land,DFL,0.00543151,-0.05,-1.04,-1.52,-3.79,-63.51,4904653,0,53087578,2,105152,19359626,0.021,903000000,10000000000,9774000000,12,"['defi', 'gaming', 'solana-ecosystem', 'animoca-brands-portfolio']",Solana,25/11/2021,9,2/8/2022,16:57:00
3142,957,BaaSid,BAAS,0.000884966,-0.58,-3.82,-22.81,23.19,-15.44,4867311,0,8849657,-50.65,58803,66446643,0.012,5500000000,10000000000,0,8,[],Ethereum,10/8/2018,48,2/8/2022,16:57:00
8161,958,Shopping,SPI,4.97,2.63,5.6,16.09,33.02,-32.25,4862410,0,4971585,-5.07,148591,29898,0.031,978040,1000000,0,19,"['e-commerce', 'bnb-chain']",Ethereum,2/1/2021,19,2/8/2022,16:57:00
9260,956,Zigcoin,ZIG,0.011575449,0.39,-4.22,-0.03,-31.96,-61.35,4879448,0,23150897,-12.32,546840,47241366,0.112,421534212,2000000000,2000000000,18,"['asset-management', 'marketplace', 'platform', 'launchpad', 'okex-blockdream-ventures-portfolio']",Ethereum,16/4/2021,16,2/8/2022,16:57:00
2429,959,Mobius,MOBI,0.009393689,3.06,1.91,10.83,-12.24,-75.07,4858020,0,8341596,-15.52,37441,3985761,0.008,517157817,888000000,0,6,"['platform', 'iot', 'payments']",Stellar,19/1/2018,55,2/8/2022,16:57:00
2891,960,Cardstack,CARD,0.002052462,0.8,-6.08,8.27,15.67,-36.56,4839671,0,12314773,223.07,102223,49805059,0.021,2357982917,6000000000,6000000000,5,[],Ethereum,3/7/2018,49,2/8/2022,16:57:00
11865,962,Bone ShibaSwap,BONE,0.682852738,3.72,0.41,37.44,60.46,22.89,4763102,0,170713185,0.37,11128136,16296539,2.336,6975300,158797646,250000000,33,[],Ethereum,13/9/2021,11,2/8/2022,16:57:00
